nativePermissions	owner	group	size	lastModified	path	type						
-----------------	------	------	---------	--------------------	-----------------------------------------------------------------------------------------	----					forward	reverse
rw-r--r--	816290	803419	67071473	2025-05-16T00:00:05Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4827_S9_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4827_S9_L001_R2_001.fastq.gz	5149_S10_R1_001.fastq.gz	5149_S10_R2_001.fastq.gz
rw-r--r--	816290	803419	84641753	2025-05-15T23:41:56Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4828_S14_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4828_S14_L001_R1_001.fastq.gz	5150_S45_R1_001.fastq.gz	5150_S45_R2_001.fastq.gz
rw-r--r--	816290	803419	89259534	2025-05-15T23:42:01Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4828_S14_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4828_S14_L001_R2_001.fastq.gz	5153_S11_R1_001.fastq.gz	5153_S11_R2_001.fastq.gz
rw-r--r--	816290	803419	58868209	2025-05-16T03:22:23Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4830_S43_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4830_S43_R1_001.fastq.gz	5154_S45_L001_R1_001.fastq.gz	5154_S45_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	51287023	2025-05-16T03:22:38Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4830_S43_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4830_S43_R2_001.fastq.gz	5161_S12_R1_001.fastq.gz	5161_S12_R2_001.fastq.gz
rw-r--r--	816290	803419	81638307	2025-05-16T00:00:10Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4832_S14_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4832_S14_L001_R1_001.fastq.gz	5162_S1_L001_R1_001.fastq.gz	5162_S1_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	87707931	2025-05-16T00:00:15Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4832_S14_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4832_S14_L001_R2_001.fastq.gz	5163_S13_R1_001.fastq.gz	5163_S13_R2_001.fastq.gz
rw-r--r--	816290	803419	84708089	2025-05-16T03:22:52Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4833_S42_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4833_S42_R1_001.fastq.gz	5164_S2_L001_R1_001.fastq.gz	5164_S2_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	78492317	2025-05-16T03:23:03Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4833_S42_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4833_S42_R2_001.fastq.gz	5165_S46_R1_001.fastq.gz	5165_S46_R2_001.fastq.gz
rw-r--r--	816290	803419	35486564	2025-05-16T03:57:42Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4834_S32_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4834_S32_L001_R1_001.fastq.gz	5166_S14_R1_001.fastq.gz	5166_S14_R2_001.fastq.gz
rw-r--r--	816290	803419	38124477	2025-05-16T03:57:44Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4834_S32_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4834_S32_L001_R2_001.fastq.gz	5174_S15_R1_001.fastq.gz	5174_S15_R2_001.fastq.gz
rw-r--r--	816290	803419	133156394	2025-05-15T23:42:11Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4835_S15_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4835_S15_L001_R1_001.fastq.gz	5176_S3_L001_R1_001.fastq.gz	5176_S3_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	142820433	2025-05-15T23:42:32Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4835_S15_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4835_S15_L001_R2_001.fastq.gz	5179_S16_R1_001.fastq.gz	5179_S16_R2_001.fastq.gz
rw-r--r--	816290	803419	40181182	2025-05-16T03:57:47Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4845_S33_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4845_S33_L001_R1_001.fastq.gz	5181_S17_R1_001.fastq.gz	5181_S17_R2_001.fastq.gz
rw-r--r--	816290	803419	43274465	2025-05-16T03:57:49Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4845_S33_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4845_S33_L001_R2_001.fastq.gz	5183_S4_L001_R1_001.fastq.gz	5183_S4_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	85200768	2025-05-16T00:00:57Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4855_S18_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4855_S18_L001_R1_001.fastq.gz	5184_S5_L001_R1_001.fastq.gz	5184_S5_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	92129475	2025-05-16T00:01:04Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4855_S18_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4855_S18_L001_R2_001.fastq.gz	5186_S6_L001_R1_001.fastq.gz	5186_S6_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	71381168	2025-05-15T23:42:41Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4869_S22_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4869_S22_L001_R1_001.fastq.gz	5187_S7_L001_R1_001.fastq.gz	5187_S7_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	72750127	2025-05-15T23:42:52Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4869_S22_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4869_S22_L001_R2_001.fastq.gz	5189_S18_R1_001.fastq.gz	5189_S18_R2_001.fastq.gz
rw-r--r--	816290	803419	164839776	2025-05-16T00:01:12Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4876_S23_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4876_S23_L001_R1_001.fastq.gz	5190_S19_R1_001.fastq.gz	5190_S19_R2_001.fastq.gz
rw-r--r--	816290	803419	178921776	2025-05-16T00:01:21Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4876_S23_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4876_S23_L001_R2_001.fastq.gz	5191_S20_R1_001.fastq.gz	5191_S20_R2_001.fastq.gz
rw-r--r--	816290	803419	194229854	2025-05-16T00:01:34Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4886_S24_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4886_S24_L001_R1_001.fastq.gz	5194_S10_L001_R1_001.fastq.gz	5194_S10_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	211448444	2025-05-16T00:01:44Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4886_S24_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4886_S24_L001_R2_001.fastq.gz	5199_S11_L001_R1_001.fastq.gz	5199_S11_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	107080031	2025-05-16T00:01:50Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4889_S25_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4889_S25_L001_R1_001.fastq.gz	5200_S21_R1_001.fastq.gz	5200_S21_R2_001.fastq.gz
rw-r--r--	816290	803419	114287125	2025-05-16T00:01:55Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4889_S25_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4889_S25_L001_R2_001.fastq.gz	5204_S12_L001_R1_001.fastq.gz	5204_S12_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	48345761	2025-05-16T03:23:12Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4894_S28_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4894_S28_R1_001.fastq.gz	5205_S29_R1_001.fastq.gz	5205_S29_R2_001.fastq.gz
rw-r--r--	816290	803419	45853627	2025-05-16T03:23:20Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4894_S28_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4894_S28_R2_001.fastq.gz	5206_S22_R1_001.fastq.gz	5206_S22_R2_001.fastq.gz
rw-r--r--	816290	803419	62751705	2025-05-16T00:01:59Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4896_S26_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4896_S26_L001_R1_001.fastq.gz	5207_S23_R1_001.fastq.gz	5207_S23_R2_001.fastq.gz
rw-r--r--	816290	803419	64982713	2025-05-16T00:02:04Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4896_S26_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4896_S26_L001_R2_001.fastq.gz	5210_S24_R1_001.fastq.gz	5210_S24_R2_001.fastq.gz
rw-r--r--	816290	803419	102293821	2025-05-16T00:02:11Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4897_S27_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4897_S27_L001_R1_001.fastq.gz	5212_S25_R1_001.fastq.gz	5212_S25_R2_001.fastq.gz
rw-r--r--	816290	803419	109757075	2025-05-16T00:02:16Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4897_S27_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4897_S27_L001_R2_001.fastq.gz	5217_S30_R1_001.fastq.gz	5217_S30_R2_001.fastq.gz
rw-r--r--	816290	803419	115458980	2025-05-15T23:43:11Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4899_S5_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4899_S5_L001_R1_001.fastq.gz	5219_S44_L001_R1_001.fastq.gz	5219_S44_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	120346313	2025-05-15T23:43:31Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4899_S5_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4899_S5_L001_R2_001.fastq.gz	5220_S31_L001_R1_001.fastq.gz	5220_S31_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	108885979	2025-05-16T00:02:22Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4900_S28_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4900_S28_L001_R1_001.fastq.gz	5221_S33_R1_001.fastq.gz	5221_S33_R2_001.fastq.gz
rw-r--r--	816290	803419	115966444	2025-05-16T00:02:27Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4900_S28_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4900_S28_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	85335622	2025-05-27T20:30:05Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4909_S48_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4909_S48_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	86378751	2025-05-27T20:30:13Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4909_S48_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4909_S48_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	91538086	2025-04-03T19:06:59Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4926_S13_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4926_S13_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	97617442	2025-04-03T19:07:07Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4926_S13_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4926_S13_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	147707618	2025-05-15T23:43:48Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4927_S24_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4927_S24_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	154862956	2025-05-15T23:43:57Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4927_S24_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4927_S24_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	108570990	2025-05-15T23:44:13Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4928_S25_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4928_S25_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	115234623	2025-05-15T23:44:27Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4928_S25_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4928_S25_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	122224158	2025-05-16T00:02:34Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4930_S29_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4930_S29_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	130670543	2025-05-16T00:02:42Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4930_S29_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4930_S29_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	257423354	2025-05-16T03:58:04Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4931_S37_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4931_S37_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	269380352	2025-05-16T03:58:18Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4931_S37_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4931_S37_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	151728329	2025-05-16T00:03:09Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4932_S31_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4932_S31_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	168017422	2025-05-16T00:03:18Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4932_S31_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4932_S31_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	135134041	2025-05-16T03:58:25Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4935_S38_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4935_S38_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	147551309	2025-05-16T03:58:35Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4935_S38_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4935_S38_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	124978549	2025-05-16T00:03:33Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4941_S33_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4941_S33_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	130929435	2025-05-16T00:03:39Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4941_S33_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4941_S33_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	122413095	2025-05-16T03:58:44Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4955_S39_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4955_S39_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	128973667	2025-05-16T03:58:50Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4955_S39_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4955_S39_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	121199903	2025-05-16T03:58:57Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4963_S40_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4963_S40_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	124716368	2025-05-16T03:59:03Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4963_S40_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4963_S40_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	165198010	2025-04-03T19:07:23Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4974_S14_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4974_S14_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	178304968	2025-04-03T19:07:47Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4974_S14_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4974_S14_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	221709785	2025-05-16T03:59:17Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4978_S41_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4978_S41_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	235767720	2025-05-16T03:59:28Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4978_S41_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4978_S41_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	85884213	2025-05-16T03:59:34Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4979_S42_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4979_S42_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	87315772	2025-05-16T03:59:37Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4979_S42_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4979_S42_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	126401976	2025-04-03T19:07:58Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4982_S22_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4982_S22_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	134118156	2025-04-03T19:08:18Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4982_S22_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4982_S22_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	143545799	2025-05-15T23:44:44Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4989_S26_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4989_S26_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	154632949	2025-05-15T23:45:03Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4989_S26_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4989_S26_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	61136330	2025-05-16T03:59:42Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4990_S43_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4990_S43_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	65376065	2025-05-16T03:59:46Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4990_S43_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4990_S43_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	148297837	2025-04-03T19:08:37Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4992_S26_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4992_S26_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	155962108	2025-04-03T19:09:08Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4992_S26_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4992_S26_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	140676721	2025-04-03T19:09:17Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4993_S27_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4993_S27_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	153033112	2025-04-03T19:09:32Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4993_S27_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4993_S27_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	100667716	2025-05-15T23:45:10Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5000_S27_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5000_S27_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	108566167	2025-05-15T23:45:27Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5000_S27_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5000_S27_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	68878632	2025-04-03T19:09:38Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5001_S28_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5001_S28_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	70394413	2025-04-03T19:09:45Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5001_S28_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5001_S28_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	124821941	2025-05-15T23:45:45Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5003_S28_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5003_S28_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	131639019	2025-05-15T23:46:03Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5003_S28_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5003_S28_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	88885707	2025-04-03T19:09:51Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5004_S29_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5004_S29_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	88054356	2025-04-03T19:09:59Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5004_S29_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5004_S29_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	101966391	2025-05-16T03:09:35Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5032_S40_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5032_S40_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	111163457	2025-05-16T03:09:53Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5032_S40_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5032_S40_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	130505665	2025-05-16T03:10:11Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5039_S41_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5039_S41_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	142494703	2025-05-16T03:10:23Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5039_S41_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5039_S41_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	132555275	2025-05-15T23:46:22Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5041_S29_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5041_S29_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	142425107	2025-05-15T23:46:47Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5041_S29_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5041_S29_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	101670816	2025-05-16T03:10:39Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5054_S42_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5054_S42_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	108303471	2025-05-16T03:10:59Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5054_S42_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5054_S42_L001_R2_001.fastq.gz		
