repertoire_id	level	mode	productive	combo	v_level	j_level	sequence_count	duplicate_count	sequence_frequency	duplicate_frequency
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV3-30*18|IGHJ2*01	IGHV3-30*18	IGHJ2*01	5	5	0.0005150391429748661	0.0002999760019198464
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV4-39*01|IGHJ2*01	IGHV4-39*01	IGHJ2*01	49	78	0.0050473836011536875	0.004679625629949604
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV7-4-1*02|IGHJ6*02	IGHV7-4-1*02	IGHJ6*02	48	96	0.004944375772558714	0.005759539236861051
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV3-7*01|IGHJ6*03	IGHV3-7*01	IGHJ6*03	7	7	0.0007210548001648125	0.000419966402687785
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV3-30-3*01|IGHJ6*03	IGHV3-30-3*01	IGHJ6*03	7	7	0.0007210548001648125	0.000419966402687785
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV3-30-3*02|IGHJ6*02	IGHV3-30-3*02	IGHJ6*02	1	1	0.00010300782859497322	5.999520038396928e-05
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV3-66*02|IGHJ6*03	IGHV3-66*02	IGHJ6*03	2	2	0.00020601565718994644	0.00011999040076793856
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV3-38-3*01|IGHJ6*02	IGHV3-38-3*01	IGHJ6*02	2	2	0.00020601565718994644	0.00011999040076793856
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV4-31*03|IGHJ6*03	IGHV4-31*03	IGHJ6*03	10	10	0.0010300782859497322	0.0005999520038396928
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV4-38-2*02|IGHJ6*03	IGHV4-38-2*02	IGHJ6*03	52	94	0.005356407086938607	0.005639548836093113
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV1-58*02|IGHJ6*02	IGHV1-58*02	IGHJ6*02	10	23	0.0010300782859497322	0.0013798896088312936
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV1-24*01|IGHJ6*03	IGHV1-24*01	IGHJ6*03	3	3	0.00030902348578491963	0.00017998560115190784
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV4-39*07|IGHJ6*03	IGHV4-39*07	IGHJ6*03	57	59	0.0058714462299134735	0.003539716822654188
